Time (h),X_mean (g/L),X_std (g/L),X_lower95 (g/L),X_upper95 (g/L),X_sig_total (g/L),S_mean (g/L),S_std (g/L),S_lower95 (g/L),S_upper95 (g/L),S_sig_total (g/L),P_mean (g/L),P_std (g/L),P_lower95 (g/L),P_upper95 (g/L),P_sig_total (g/L),M_mean (g/L),M_std (g/L),M_lower95 (g/L),M_upper95 (g/L),M_sig_total (g/L),O2_mean (mg/L),O2_std (mg/L),O2_lower95 (mg/L),O2_upper95 (mg/L),O2_sig_total (mg/L),V_mean (L),V_std (L),V_lower95 (L),V_upper95 (L)
1.5030060120240483,7.163751515366381,0.6152008793595093,6.212057997374203,8.550474091713529,0.6686506915825287,120.7446179858218,20.816510791692405,87.98446080989453,154.8865815947797,21.279609390529874,1.6172543478016261,0.13713853439946216,1.4017233488643361,1.9324310407244332,0.14934626791989505,26.255281076572306,2.6241966049648724,22.12995866671851,31.299157029269875,2.7943081766212403,5.682328208054987,0.025236163273313943,5.625707946432698,5.721712426129027,0.20931289855956037,10180.360721442888,1.6536804724916812e-11,10180.360721442861,10180.360721442914
1.6533066132264531,7.419743148879419,0.6359378072717468,6.434921870684224,8.854499518920985,0.6913974523177295,120.77447424449765,20.77363877555185,88.07804604996815,154.8645964896679,21.23789924270565,1.8090674991200424,0.15282005450931002,1.568679956900171,2.1602935512060037,0.1665235479584024,26.227792554239038,2.6119179021617054,22.121772664532553,31.248068044348535,2.7824335410423333,5.671150908094347,0.026138340284292225,5.61244276420249,5.711977582210171,0.20901806731618255,10198.396793587179,1.665642150794358e-11,10198.396793587148,10198.396793587202
1.8036072144288577,7.683993955256215,0.6571278993384291,6.665255864399658,9.167821619968459,0.7146799394163866,120.79510878030744,20.730724072362584,88.16235455053405,154.83365724809826,21.19608176262919,2.00685539996418,0.168834477060423,1.7410358481887562,2.3948899429004626,0.18409347723317307,26.200345949968728,2.5997047828190554,22.113525481076643,31.197147033151815,2.7706248603163717,5.659616624000351,0.0270594747926369,5.5987773962595995,5.701918992017474,0.2087170325397517,10216.432865731465,1.6345621366428012e-11,10216.432865731436,10216.43286573149
1.9539078156312626,7.956622479089434,0.6787553903249661,6.903198246805194,9.4905192328757,0.7384855649944385,120.80640355687629,20.687766787294724,88.23727509183735,154.79363120261783,21.15415573899554,2.210707128668184,0.18517094666005268,1.918893511826153,2.636281935286577,0.2020475969097739,26.172941202628135,2.5875568355055663,22.105217702001028,31.14639314374877,2.7588817220395923,5.647720597073269,0.02799880107270248,5.584708957686733,5.691530921880953,0.20840982266205393,10234.468937875756,1.635068114719196e-11,10234.468937875725,10234.46893787578
2.1042084168336674,8.23773753294646,0.7008024342588461,7.148880804350744,9.822656524229682,0.7627997417278517,120.8082498649085,20.64476756886338,88.30270549407321,154.74439424112686,21.11212056739905,2.4207049674064924,0.20181713031053325,2.102350949403356,2.884520936761865,0.22037604142204228,26.145578251047162,2.575473651873351,22.09684990807175,31.095805530098172,2.747203716877151,5.635458450531726,0.028955511888987193,5.570235214418113,5.680807933216864,0.20809646882284394,10252.505010020042,1.619309279227751e-11,10252.505010020013,10252.505010020068
2.2545090180360723,8.527437510502915,0.7232490819381451,7.402428227324316,10.16428227089343,0.7876058602903233,120.80054900000036,20.60172762373113,88.35855325905945,154.68583151242794,21.06997627113966,2.6369239101718653,0.21875920019381143,2.291501236369132,3.1396475271464057,0.2390675218189861,26.118257034020452,2.5634548266303376,22.088422675215778,31.045383351997042,2.735590438535409,5.622826383015827,0.02992862146411177,5.555354616725202,5.669744908015782,0.207776990490409,10270.541082164335,1.6878418260111424e-11,10270.541082164302,10270.541082164356
2.404809619238477,8.825809689589992,0.7460732717604279,7.6639574684250205,10.515429165065859,0.8128852794657149,120.78321295090367,20.558648728101485,88.40473622425988,154.6178381496635,21.02772351879511,2.859431163277987,0.23598182584885682,2.4864320639347577,3.401690956306585,0.25810931804777054,26.090977490309093,2.5514999575129607,22.07993657456561,30.99512577502982,2.7240414837345686,5.609820984970407,0.03091712905160639,5.540066330005912,5.6583370798013695,0.2074514080648831,10288.57715430862,1.6461602858542417e-11,10288.57715430859,10288.577154308645
2.555110220440882,9.13292953670376,0.7692508349819606,7.933577084604769,10.876113157757658,0.8386173300895269,120.75616508702501,20.515533236436013,88.44118321596643,154.5403200023606,20.985363639184182,3.088285646506013,0.25346817646969627,2.687225268832457,3.670668669513793,0.27748728092698294,26.063739558642236,2.539608645259113,22.07139217250342,30.945031970518023,2.7125564521815706,5.596439438506682,0.03191990628532338,5.52437026551588,5.646580063527242,0.20711973155405636,10306.613226452908,1.6868613775833553e-11,10306.613226452879,10306.613226452935
2.705410821643287,9.448860022142465,0.7927555162850823,8.211386566920195,11.2463328507253,0.8647793337137789,120.71934083623471,20.472384086855303,88.46783469276117,154.453194367261,20.942898633019603,3.3235375013572552,0.2711999339804684,2.8939563542303577,3.9465858666469757,0.29718584446730517,26.036543177718748,2.527780493581394,22.062790030704743,30.895101115470442,2.7011349465432857,5.5826794610482375,0.03293574376588366,5.508267104820549,5.634469882900212,0.20678196184337716,10324.649298597195,1.724685908431065e-11,10324.649298597167,10324.649298597225
2.8557114228456917,9.773650954760912,0.8165590101098493,8.497475666364524,11.626068945472353,0.891346636487391,120.67268834424434,20.429204802818806,88.48464337141229,154.35639070626598,20.90033118077955,3.5652276127466607,0.28915731723483884,3.1066940073982092,4.2294351013478275,0.31718804890378244,26.009388286208782,2.5160151091406218,22.054130706181724,30.845332392533827,2.6897765724199743,5.568539352787472,0.03396334068837493,5.491758326028079,5.622003006123207,0.20643808768563907,10342.685370741483,1.7218058297584112e-11,10342.685370741456,10342.685370741514
3.0060120240480965,10.107338345179922,0.8406310147114036,8.79192372379894,12.0152837663157,0.918292660107641,120.61616910693651,20.385999489810384,88.49157482908366,154.2498513444074,20.85766464547799,3.8133871503813936,0.3073191187855913,3.3254996198493716,4.519195932119951,0.3374755757943383,25.982274822755357,2.504312101519646,22.04541475132585,30.795724989944134,2.678480938319042,5.554018034492634,0.035001318316946355,5.474846221750123,5.609176377594453,0.20608808599760312,10360.721442885773,1.7588790438652464e-11,10360.721442885744,10360.721442885804
3.1563126252505014,10.449943804258561,0.8649393026627803,9.094799010919054,12.413920856729932,0.9455889686813503,120.54975856899075,20.342772829577257,88.48860807266237,154.13353214413502,20.814903072763094,4.068037134647975,0.3256627532069489,3.550426814852059,4.815834624907788,0.3580287942583286,25.955202725975926,2.4926710831974175,22.03664271395027,30.746278101478246,2.6672476556290565,5.539115199792832,0.036048199761095925,5.457533917161401,5.595987430185572,0.2057319207490825,10378.757515030064,1.7696626229668082e-11,10378.757515030033,10378.757515030093
3.3066132264529062,10.80147398527742,0.8894498087035158,9.406158086311137,12.821904660412097,0.9732053523454492,120.47344668055234,20.299530070126472,88.47573606800022,154.00740314363992,20.772051186514027,4.329188032992869,0.34416431769294087,3.7815209852381675,5.119303915254284,0.3788268190267932,25.928171934463915,2.4810916695233565,22.0278151373316,30.696990926406233,2.6560763385940622,5.5238308975447605,0.03710242439464704,5.439825382030443,5.582434051001719,0.20536952689834712,10396.79358717435,1.7873364332659345e-11,10396.793587174321,10396.793587174381
3.456913827655311,11.161920076714667,0.9141267369949448,9.726045174842309,13.239140301313558,1.0011099295150023,120.3872384052202,20.256277011100565,88.45296622025593,153.87144915252125,20.729114379503564,4.596839391673937,0.36279866640723496,4.018818847230043,5.429542840135075,0.39984758162615214,25.901182386790232,2.469573478691954,22.018932560251454,30.647862669444077,2.644966604288127,5.508166193992224,0.03816239943870885,5.421725438939238,5.568514916801252,0.20500084058573567,10414.829659318639,1.7724649408313834e-11,10414.82965931861,10414.82965931867
3.6072144288577155,11.531257349710117,0.9389326811563324,10.054491575535632,13.66551344506079,1.0292692616316161,120.29115417531065,20.213019984859017,88.42032081016833,153.72567029660152,20.686098699403875,4.87097950581182,0.38153949398409837,4.26234801399957,5.7464766271500265,0.4210679104559012,25.874234021504776,2.458116131717663,22.009995517037307,30.598892540706885,2.6339180725901805,5.492122751999068,0.039226416489442646,5.403239767624219,5.55422898854107,0.2046257661510619,10432.865731462927,1.7924200119268806e-11,10432.865731462898,10432.865731462958
3.7575150300601203,11.9094447706233,0.96382876540196,10.3915151021867,14.10089027308448,1.0576484880297268,120.18523028422938,20.16976583487044,88.3778373688711,153.57008251309722,20.643010831613804,5.151585135119221,0.400359433870153,4.512126591990364,6.0700166632183095,0.44246362493168834,25.84732677713789,2.4467192524100243,22.00100453760317,30.550079755662583,2.6229303661590895,5.47570280316864,0.040292723299642265,5.384374904034846,5.539576023279183,0.20424418522596322,10450.901803607218,1.788724296630174e-11,10450.901803607187,10450.901803607247
3.907815631262525,12.296424681736614,0.9887747981037988,10.73711957093943,14.54511756371839,1.0862114728825578,120.0695192129258,20.126521886161772,88.32556898578443,153.40471796520922,20.599858073739895,5.438621267500082,0.41923016576058575,4.7681628099726625,6.400060538812498,0.46400963838416737,25.82046059220187,2.435382467349081,21.991960147489642,30.501423535086083,2.612003110409018,5.458909557754069,0.0413595210930973,5.365138234660875,5.524556345315748,0.20385596885116997,10468.937875751504,1.786873572599552e-11,10468.937875751475,10468.937875751535
4.05811623246493,12.692122555022234,1.0137294441015454,11.091294334422585,14.998022879538723,1.1149209699012073,119.94408988555833,20.083295915367266,88.26358456954979,153.22962542944464,20.556648309053525,5.732040934051493,0.43812253624669795,5.03045468067562,6.736492167270523,0.4856800733660163,25.793635405192305,2.4241054058610176,21.982862867903627,30.4529231050139,2.601135933485016,5.441746836656477,0.04242495448378435,5.345537986026352,5.5091709211080415,0.20346096012539353,10486.973947895793,1.799788676138856e-11,10486.973947895762,10486.973947895824
4.208416833667335,13.09644682194406,1.038650401337112,11.454013870259153,15.459414829591884,1.1437387915229862,119.80902785145766,20.040096127361878,88.19196900261842,153.044870566218,20.513389985713932,6.031785077580691,0.4570066820877532,5.2989897005197175,7.0791819571170125,0.5074483796941953,25.76685115458966,2.4128876999941014,21.973713215757673,30.404577696699405,2.590328466238909,5.4242192471148245,0.04348713343209039,5.325583210735536,5.49342138843446,0.2030589829882336,10505.010020040081,1.822169854538224e-11,10505.01002004005,10505.010020040112
4.35871743486974,13.50928879237999,1.0634946032420196,11.825237410155687,15.929083497838985,1.1726260021061672,119.66443538050703,19.99693110899381,88.1108232320633,152.85053612429272,20.470092072841048,6.337782483982112,0.47585217268749286,5.573744577850034,7.4279871019681085,0.5292874702042422,25.740107778860512,2.4017289844948575,21.964511703708688,30.356386546568324,2.5795803422054187,5.406332151635723,0.04454413840669318,5.305283765982408,5.477310059248852,0.2026498407491616,10523.046092184371,1.8226237516319596e-11,10523.046092184339,10523.0460921844
4.509018036072145,13.930522654335528,1.088218430678495,12.20490866091895,16.40680096247113,1.2015431200288194,119.51043148006241,19.95380980044187,88.02026428694697,152.6467221166145,20.426764033086837,6.6499497705783615,0.4946281585877421,5.854685025660471,7.782751934925747,0.5511698620213822,25.71340521645912,2.39062889678437,21.95525884019671,30.308348896174717,2.5688911975784228,5.388091641473165,0.04559402964312958,5.284650288284892,5.460839938886129,0.2022333160172076,10541.082164328658,1.831226420541702e-11,10541.082164328627,10541.082164328689
4.659318637274549,14.360005572854016,1.1127779243265397,12.592955553986684,16.892321901692146,1.230450320538966,119.34715181532086,19.910741447959317,87.92042520452091,152.43354577987895,20.383415776153093,6.968191444551532,0.5133035210954616,6.141765574413808,8.14330834443885,0.5730678190341669,25.68674340582869,2.3795870769351,21.945955129482673,30.260463992157792,2.5582606711877114,5.369504555304637,0.04663485711283458,5.2636941641915405,5.4440147267259,0.20180917286686817,10559.118236472948,1.8406878575731415e-11,10559.118236472914,10559.118236472978
4.809619238476954,14.797577825238855,1.137128980968193,12.989290110274199,17.38538420844222,1.259307623304671,119.17474859427857,19.867735552826165,87.81145492886543,152.21114156030478,20.34005760821111,7.292399987077198,0.5318470109511649,6.434929466030244,8.509476196308723,0.5949534839369582,25.660122285402593,2.368603167647577,21.936601071686166,30.212731086198126,2.5476884044756387,5.350578552133007,0.047664673711351184,5.242427500557611,5.426838825877315,0.20137716217487983,10577.154308617235,1.8148920626820088e-11,10577.154308617202,10577.154308617266
4.959919839679359,15.24306312421352,1.161227628353356,13.393808370731682,17.88570995210045,1.2880751524219136,118.99339026966311,19.82480183583294,87.69351806224041,151.97966097422668,20.296700194937326,7.622456070321417,0.5502274414688403,6.734108594194954,8.881064002263606,0.616799059993553,25.6335417936059,2.3576768142277396,21.92719716282326,30.165149434975966,2.5371740414744046,5.3313218596792264,0.04868153730961622,5.220863079293933,5.409317344316655,0.20093701332179398,10595.190380761525,1.8139802856525052e-11,10595.19038076149,10595.190380761554
5.110220440881764,15.696268940871429,1.185030207758069,13.806390339237629,18.39300618631174,1.3167133112131908,118.80326124092562,19.78195019165639,87.5667944568894,151.73927236876892,20.253354514548985,7.958228774387207,0.56841381756696,7.039223453449964,9.25786947965917,0.6385769339989907,25.607001868856532,2.3468076645641194,21.917743894842356,30.117718300127958,2.5267172287831983,5.311743533379846,0.04968353063328572,5.199014319620442,5.391456095024809,0.20048844869964647,10613.226452905812,1.8285141607161092e-11,10613.22645290578,10613.226452905843
5.260521042084169,16.156986927254405,1.2084936204927106,14.22690016855379,18.906965876591897,1.3451830145378592,118.60456145902477,19.73919062887734,87.43147910914456,151.49016062851697,20.21003179592983,8.299575874821485,0.5863755104019267,7.350183259698136,9.639680196006505,0.6602598397288723,25.580502449566694,2.3359953691054365,21.908241755661816,30.070436948206194,2.5163176155457485,5.291853309013167,0.05066876649076788,5.17689523439579,5.373261585904697,0.20003118086520727,10631.2625250501,1.82080748436306e-11,10631.262525050068,10631.262525050131
5.410821643286574,16.62499351941265,1.2315755680640232,14.655186238475826,19.42726912131374,1.373445916048644,118.3975058547763,19.696533242927,87.28778124707198,151.2325266654642,20.16674348740967,8.646344258175374,0.604082426121723,7.66688599496595,10.026274423044143,0.6818210164914206,25.55404347414424,2.3252395808386384,21.898691229205447,30.023304650637108,2.5059748534282997,5.271661514951204,0.05163539700458295,5.154520374047289,5.354741014573453,0.19956491319176572,10649.298597194389,1.8334835721695202e-11,10649.298597194356,10649.29859719442
5.5611222444889785,17.100050457980625,1.2542347428649725,15.091081383593105,19.953584084439747,1.4014645874659417,118.18232384764372,19.653988179776345,87.13592419085072,150.966587207152,20.123501217010105,8.998370279175326,0.6215051409215021,7.9892185575685195,10.417421785541475,0.7032343349973346,25.527624880993663,2.3145399552665458,21.88909279543802,29.976320683678942,2.4956885965972373,5.251179139916116,0.052581625385145866,5.131904783093096,5.335902256379809,0.19908934713465762,10667.33466933868,1.8594663106578875e-11,10667.334669338643,10667.334669338708
5.711422845691383,17.58190553726133,1.276431059086192,15.534403310254822,20.485568240767577,1.429202735371224,117.9592586309811,19.61156554989545,86.97614444368709,150.69257372134808,20.08031670224996,9.355480280137716,0.6386150655124204,8.31705704646665,10.812884133191352,0.7244744502311751,25.501246608517658,2.3038961503865814,21.879446930401652,29.929484328383598,2.485458501697739,5.230417761412508,0.053505714785699425,5.1090639428288585,5.316753844300099,0.19860418427434443,10685.370741482968,1.83618849162229e-11,10685.370741482933,10685.370741482997
5.861723446893788,18.0702933746398,1.2981258819083743,15.984954867901362,21.022869717123026,1.4566254141436794,117.72856643676543,19.56927544090991,86.80869108324104,150.41073228361088,20.03720175607364,9.717491125250568,0.6553846061665882,8.650266942556165,11.21241648213586,0.7455169493863633,25.474908595118073,2.293307826668979,21.86975410624989,29.88279487055445,2.475284227831957,5.209389549943393,0.054405999149221,5.0860137100387846,5.297304954795499,0.1981091319670975,10703.406813627256,1.855458355621516e-11,10703.40681362722,10703.406813627285
6.012024048096193,18.564936184695032,1.3192821571864026,16.442524660944127,21.565128278594116,1.483699147574777,117.49051579619743,19.527127813720476,86.63382509904362,150.12132235567913,19.994168178826754,10.084210737867837,0.6717872588615043,8.98870353101042,11.615767701935464,0.7663384388315729,25.44861077919723,2.282774647035599,21.86001479128271,29.836251600707826,2.465165436537781,5.188107160337967,0.055280888209331455,5.062770271945209,5.277565377912215,0.19760390380355422,10721.442885771545,1.8483116430526548e-11,10721.442885771508,10721.442885771574
6.162324649298598,19.06554474570597,1.3398646855507772,16.906887497544698,22.11197695131521,1.5103921798573237,117.24538661022032,19.48513249020815,86.45181838308206,149.8246162259945,19.95122773809332,10.45543877570221,0.6877978031797995,9.33221220867981,12.022681660727985,0.7869167191111516,25.42235309915923,2.2722962768389983,21.85022944998154,29.789853814034,2.455101791767851,5.166583733728178,0.05612887894241429,5.039350074957386,5.2575454969367295,0.1970882260159793,10739.478957915833,1.871880625140029e-11,10739.478957915797,10739.478957915862
6.312625250501003,19.57181927640846,1.3598401725944853,17.37780508124349,22.66304298536162,1.5366745230443466,116.99346930929785,19.443299123920017,86.26295307741414,149.5208981453508,19.908392132527784,10.830967241281327,0.7033923379826708,9.680628963191085,12.432897894864979,0.807230817696254,25.396135493410796,2.2618723838410872,21.840398543041626,29.74360081035613,2.4450929598682074,5.1448328617187515,0.056948556943561414,5.015769775041655,5.237256257008536,0.19656184000623472,10757.51503006012,1.878937693053264e-11,10757.515030060085,10757.51503006015
6.462925851703408,20.083450489987435,1.3791774925806457,17.85502673567317,23.21794944480558,1.5625181946926756,116.73506383683961,19.401637118786155,86.06752049842991,149.21046315979098,19.865672903474728,11.210581220305812,0.718548471104866,10.03378087636649,12.84615273462677,0.827261156822233,25.36995790036306,2.2515026381930534,21.830522527407762,29.69749189409504,2.435138609558131,5.122868523631948,0.0577386133470753,4.992046166712642,5.216709125924605,0.1960245085545913,10775.551102204408,1.882016839178668e-11,10775.551102204374,10775.55110220444
6.6132264529058125,20.60012060503943,1.3978477155626101,18.338290083190707,23.776316297339644,1.5878972422733673,116.47047867595491,19.360155655056175,85.86582024492861,148.89361644747024,19.823081451583864,11.594059588596377,0.7332453369422495,10.391486594692811,13.262180064446863,0.8469895681676369,25.343820258432036,2.2411867124143576,21.820601856305508,29.651526374227476,2.4252384119091315,5.10070502540454,0.05849783997440073,4.968196152216677,5.195916061783455,0.1954760160420705,10793.587174348699,1.8815772696668503e-11,10793.587174348662,10793.587174348728
6.763527054108217,21.12150439332837,1.415824298915313,18.827321989532592,24.33776182941646,1.6127879113152501,116.20002983794765,19.318863595034806,85.65815925257199,148.5706719653365,19.780628935684206,11.981175746742618,0.7474637363643231,10.75355698946409,13.680712326934133,0.8663994126445618,25.317722506040273,2.230924281373153,21.810636979275536,29.605703564251794,2.4153920403252807,5.07835696308461,0.05922513466169688,4.9442366598741625,5.174889489440763,0.1949161724357048,10811.623246492987,1.8732058505273634e-11,10811.62324649295,10811.623246493016
6.913827655310622,21.647270320269122,1.4330831465300078,19.321839281172593,24.901903870575907,1.6371686956178442,115.92403975971615,19.277769505047523,85.44485066928975,148.2419516378521,19.738326284423795,12.371698420852805,0.7611861772485011,11.119795655316981,14.101481381457026,0.8854756127902834,25.291664581617738,2.22071502226554,21.80062834220586,29.560022782147858,2.4055991705224775,5.055839209744656,0.05991951443323745,4.920184562222855,5.15364224845094,0.19434482057969,10829.659318637277,1.9060370537670294e-11,10829.65931863724,10829.659318637307
7.064128256513027,22.177081611664203,1.4496026697050317,19.821549786542626,25.46836098504826,1.6610203857224155,115.64283627361701,19.236881576970923,85.22621295838955,147.90778408936742,19.696184110368122,12.765392410723447,0.7743969215894111,11.489999639606918,14.524219346489573,0.9042046882598811,25.265646423603254,2.21055861459627,21.79057638736315,29.51448335034187,2.3958594805090736,5.033166819944263,0.060580107988452314,4.896056676415692,5.13218749979177,0.19376183439392372,10847.695390781566,1.9190122686127047e-11,10847.695390781528,10847.695390781595
7.214428857715431,22.71059731418452,1.4653638909409328,20.326153203735863,26.036753742766148,1.6843261524779085,115.35675157854553,19.196207704625014,85.00256875083977,147.56850362095938,19.654212775349244,13.162019336971397,0.7870820560911448,11.863960048941829,14.94865950056005,0.9225748095005163,25.239667970444465,2.200454740159322,21.780481553427105,29.469084595668814,2.386172650566376,5.01035498116501,0.06120616383227416,4.871869696942308,5.110538779404435,0.19316712334858246,10865.731462925854,1.89951620997461e-11,10865.731462925816,10865.731462925884
7.364729458917836,23.247473502905077,1.4803504037154258,20.835342129160168,26.60670574099905,1.707071505412693,115.06612107109345,19.15575534898798,84.7742439107894,147.22444905315808,19.612422248471727,13.561338489851096,0.7992294708352137,12.241462770255902,15.374537002279629,0.9405757728310985,25.213729160600202,2.190403083017989,21.770344275518568,29.423825849336282,2.3765383632287485,4.987418999483306,0.061797060872747035,4.847640141499406,5.088710026999009,0.19256063897851605,10883.767535070141,1.875412478516519e-11,10883.767535070105,10883.767535070172
7.515030060120241,23.787364332420186,1.4945484911508427,21.34880305938718,27.17784494845312,1.7292443850254064,114.77128232609195,19.115531561038445,84.54156644965612,146.87596260031185,19.57082211925855,13.96310756953054,0.8108289412514448,12.622289174267262,15.801589838965459,0.9581990602537852,25.187829932541327,2.1804033294854093,21.760164985235658,29.378706446889126,2.3669563032641205,4.964374194665134,0.06235227889943004,4.823384277467994,5.066715224460481,0.19194236530469203,10901.803607214428,1.893846650610848e-11,10901.803607214393,10901.80360721446
7.6653306613226455,24.329923099840734,1.5079469775691376,21.866217326226153,27.749804191017514,1.7508350217318445,114.47257406175827,19.075542992484866,84.30486555666415,146.52338879617443,19.529421598878393,14.367083437437575,0.8218720283968043,13.006216769524551,16.229559186028208,0.9754377434605106,25.161970224751222,2.1704551681063347,21.749944110678598,29.333725728172798,2.357426157655641,4.941235887005532,0.06287138721946132,4.799118083431832,5.044568383927092,0.19131231753420408,10919.839679358718,1.8855297061443802e-11,10919.839679358682,10919.839679358749
7.81563126252505,24.874803425182627,1.5205373961280297,22.38726230116196,28.32222307311456,1.7718360694689834,114.17033499633256,19.035795752379823,84.06447060449155,146.1670733426967,19.48822937003016,14.773022946546075,0.8323521980967488,13.39302005417568,16.65819074471528,0.9922865739291747,25.13614997572844,2.16055828963708,21.739682076487604,29.28888303730116,2.3479476155817087,4.918019394995458,0.06335413979378714,4.774857217473413,5.022284078168823,0.19067057610972843,10937.875751503008,1.8585764009105043e-11,10937.875751502972,10937.875751503037
